product_name,total_price,unit_price,img,link,supermarket
Galaxy Ripple Chocolate Bars Multipack 4x33g,150.0,£1.14 / 100g,https://assets.sainsburys-groceries.co.uk/gol/6636815/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/galaxy-ripple-4x33g,Sainsburys
Lindt Excellence Dark Orange Chocolate Bar 100g,200.0,£2.00 / 100g,https://assets.sainsburys-groceries.co.uk/gol/6294949/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/lindt-excellence-intense-orange-100g,Sainsburys
Milkybar White Chocolate Giant Buttons Pouch 94g,150.0,£1.60 / 100g,https://assets.sainsburys-groceries.co.uk/gol/7541227/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/nestle-milkybar-giant-chocolate-buttons-pouch-126g,Sainsburys
Kit Kat 2 Finger Dark Chocolate Biscuit Bar 9x20.7g,150.0,80p / 100g,https://assets.sainsburys-groceries.co.uk/gol/7876458/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/kit-kat-2-finger-dark-chocolate-biscuit-bar-multipack-x9-207g-7876458-p,Sainsburys
Lindt Excellence Dark Caramel and Sea Salt Chocolate Bar 100g,200.0,£2.00 / 100g,https://assets.sainsburys-groceries.co.uk/gol/7563098/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/lindt-excellence-dark-caramel-salt-100g,Sainsburys
Lindt Excellence Dark Sea Salt Chocolate Bar 100g,200.0,£2.00 / 100g,https://assets.sainsburys-groceries.co.uk/gol/7244023/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/lindt-excellence-sea-salt-dark-100g,Sainsburys
Galaxy Counters Chocolate Pouch Bag 122g,150.0,£1.23 / 100g,https://assets.sainsburys-groceries.co.uk/gol/7273820/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/galaxy-counters-pouch-126g,Sainsburys
Cadbury Dairy Milk Fruit & Nut Chocolate Bar 110g,100.0,91p / 100g,https://assets.sainsburys-groceries.co.uk/gol/7448510/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/cadbury-dairy-milk-fruit---nut-120g,Sainsburys
Cadbury Dairy Milk Caramel Nibbles Chocolate Bag 120g,100.0,83p / 100g,https://assets.sainsburys-groceries.co.uk/gol/7171807/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/cadbury-caramel-nibbles-160g,Sainsburys
Snickers Chocolate Snack Size Bars Multipack 9x35.5g,200.0,62p / 100g,https://assets.sainsburys-groceries.co.uk/gol/7742893/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/snickers-x9,Sainsburys
Lindt Excellence Dark Mint Chocolate Bar 100g,200.0,£2.00 / 100g,https://assets.sainsburys-groceries.co.uk/gol/6369454/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/lindt-excellence-mint-bar-100g,Sainsburys
Cadbury Chocolate Eclairs Bag 166g,100.0,60p / 100g,https://assets.sainsburys-groceries.co.uk/gol/7528750/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/cadbury-eclairs-180g,Sainsburys
Lindt Excellence Dark 85% Cocoa Chocolate Bar 100g,200.0,£2.00 / 100g,https://assets.sainsburys-groceries.co.uk/gol/3522783/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/lindt-excellence-dark-85-cocoa-chocolate-bar-100g,Sainsburys
Kit Kat 4 Finger Milk Chocolate Bar Multipack x8 41.5g,200.0,60p / 100g,https://assets.sainsburys-groceries.co.uk/gol/7541366/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/kit-kat-4-finger-milk-chocolate-bar-multipack-x8-415g-7541366-p,Sainsburys
Cadbury Dairy Milk Giant Buttons Chocolate Big Share Bag 240g,250.0,£1.04 / 100g,https://assets.sainsburys-groceries.co.uk/gol/7857567/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/cadbury-dairy-milk-giant-buttons-chocolate-bag-252g,Sainsburys
Sainsbury's Milk Chocolate 200g,100.0,50p / 100g,https://assets.sainsburys-groceries.co.uk/gol/7412265/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/sainsburys-milk-chocolate--fairtrade-200g,Sainsburys
Maltesers Chocolate More to Share Pouch Bag 189g,200.0,£1.06 / 100g,https://assets.sainsburys-groceries.co.uk/gol/7795429/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/maltesers-large-pouch-184g,Sainsburys
Revels Chocolate Pouch Bag 112g,150.0,£1.34 / 100g,https://assets.sainsburys-groceries.co.uk/gol/7073471/image.jpg,https://www.sainsburys.co.uk/shop/gb/groceries/product/details/revels-pouch-126g,Sainsburys
Cadbury Twirl Chocolate Multipack 4 X34g,98.0,£0.72/100g,https://img.tesco.com/Groceries/pi/191/5034660520191/IDShot_225x225.jpg,https://www.tesco.com/groceries/en-GB/products/266712758,Tesco
Cadbury Crunchie Chocolate Multipack 4 X32g,98.0,£0.77/100g,https://img.tesco.com/Groceries/pi/396/7622210255396/IDShot_225x225.jpg,https://www.tesco.com/groceries/en-GB/products/283787361,Tesco
Cadbury Dairy Milk Chocolate Bar 110G,98.0,£0.89/100g,https://img.tesco.com/Groceries/pi/759/7622300845759/IDShot_225x225.jpg,https://www.tesco.com/groceries/en-GB/products/284117451,Tesco
Cadbury Wispa Chocolate Multipack 4 X30g,98.0,£0.82/100g,https://img.tesco.com/Groceries/pi/372/7622210255372/IDShot_225x225.jpg,https://www.tesco.com/groceries/en-GB/products/283787257,Tesco
Ms Molly's Milk Chocolate Bar 100G,30.0,£0.30/100g,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tesco.com/groceries/en-GB/products/300795072,Tesco
Cadbury Marvellous Creations Jelly Popping Candy Chocolate Bar 180G,180.0,£1.00/100g,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tesco.com/groceries/en-GB/products/289953063,Tesco
Cadbury Dairy Milk Whole Nut Chocolate Bar 200G,180.0,£0.90/100g,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tesco.com/groceries/en-GB/products/273625804,Tesco
Aero Peppermint Chocolate Multipack 4 X27g,100.0,£0.93/100g,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tesco.com/groceries/en-GB/products/268592982,Tesco
Cadbury Dairy Milk Caramel Chocolate Multipack 4 X37g,98.0,£0.66/100g,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tesco.com/groceries/en-GB/products/292215265,Tesco
Cadbury Dairy Milk Chocolate Bar 360G,300.0,£0.83/100g,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tesco.com/groceries/en-GB/products/275027686,Tesco
Cadbury Dairy Milk Fruit & Nut Chocolate Bar 110G,98.0,£0.89/100g,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tesco.com/groceries/en-GB/products/293597030,Tesco
Kinder Chocolate 4 Pack 50G,60.0,£1.20/100g,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tesco.com/groceries/en-GB/products/275356601,Tesco
Tesco Milk Chocolate Bar 200G,100.0,£0.50/100g,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tesco.com/groceries/en-GB/products/300794925,Tesco
Cadbury Dairy Milk Caramel Chocolate Bar 120G,98.0,£0.82/100g,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tesco.com/groceries/en-GB/products/275523317,Tesco
Galaxy Chocolate Multipack 4 X42g,125.0,£0.74/100g,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tesco.com/groceries/en-GB/products/280036005,Tesco
Tesco Classic 74% Dark Chocolate 100G,100.0,£1.00/100g,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tesco.com/groceries/en-GB/products/300794885,Tesco
Cadbury Dairy Milk Crunchie Bit Chocolate Bar 200G,180.0,£0.90/100g,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tesco.com/groceries/en-GB/products/273626838,Tesco
Cadbury Dairy Milk Chocolate Bar 200G,180.0,£0.90/100g,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tesco.com/groceries/en-GB/products/273968548,Tesco
Toffee Crisp Chocolate Multipack 4 X38g,100.0,£0.66/100g,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tesco.com/groceries/en-GB/products/287522559,Tesco
Snickers Chocolate Multipack 4 X41.7G,125.0,£0.75/100g,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tesco.com/groceries/en-GB/products/287853000,Tesco
Tesco Milk Chocolate Raisins 200G,75.0,£0.38/100g,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tesco.com/groceries/en-GB/products/300792956,Tesco
Cadbury Dairy Milk Giant Buttons 119G,100.0,£0.84/100g,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tesco.com/groceries/en-GB/products/285383766,Tesco
Lion Bar Milk Chocolate Multipack 4 X42g,100.0,£0.60/100g,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tesco.com/groceries/en-GB/products/289880422,Tesco
Lindt Excellence Dark 70% Cocoa Chocolate Bar 100G,200.0,£2.00/100g,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.tesco.com/groceries/en-GB/products/259301725,Tesco
